"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"2308","abcd38c3-bc4b-4b17-8dcf-9210f0fba35e","Uniwersytet Szczeciński","1985-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","001208777","8510208005","","251","","","http://usz.edu.pl/","rektorat@usz.edu.pl","91 444 11 72","/univszczecin/SkrytkaESP","Polska","zachodniopomorskie","al. Papieża Jana Pawła II","22a","70-453","Szczecin","WALDEMAR TARCZYŃSKI - Rektor","da3f8c51-cb2b-42e9-91ae-119da7190579",,,,,"Uniwersytet Szczeciński","1985-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1985-09-01","Działająca","1985-09-01","akademicka","1985-09-01","al. Papieża Jana Pawła II 22a, 70-453 Szczecin, woj. zachodniopomorskie, Polska","1985-09-01"
"2309","b5db43b9-b076-4a54-8075-1642b7c9fe89","Uniwersytet Śląski w Katowicach","1968-06-08","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001347","6340197134","","252","","","http://www.us.edu.pl","rektor@us.edu.pl","+48 32 359 19 56","/USKat/SkrytkaESP","Polska","śląskie","ul. Bankowa","12","40-007","Katowice","Ryszard Koziołek - Rektor","a9c73a8a-fb91-4f9b-ab12-a746471ceb7b",,,,,"Uniwersytet Śląski w Katowicach","1968-06-08",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1968-06-08","Działająca","1968-06-08","akademicka","1968-06-08","ul. Bankowa 12, 40-007 Katowice, woj. śląskie, Polska","1968-06-08"
"2310","1a88b2ad-f6fd-4e5a-b514-27766a21594d","Uniwersytet Warmińsko-Mazurski w Olsztynie","1999-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","510884205","7393033097","","253","","","http://www.uwm.edu.pl","rektor@uwm.edu.pl","89 523 49 13"," /UWM/ESP","Polska","warmińsko-mazurskie","ul. Michała Oczapowskiego","2","10-719","Olsztyn","Jerzy Andrzej Przyborowski - Rektor","4925fafa-fa6d-4d97-9321-fbb424e23bd5",,,,,"Uniwersytet Warmińsko-Mazurski w Olsztynie","1999-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1999-09-01","Działająca","1999-09-01","akademicka","1999-09-01","ul. Michała Oczapowskiego 2, 10-719 Olsztyn, woj. warmińsko-mazurskie, Polska","1999-09-01"
"2311","511d4dfc-574e-4801-af14-e99dc24f8209","Uniwersytet Warszawski","1816-11-19","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001258","5250011266","","242","","","http://www.uw.edu.pl","senat@adm.uw.edu.pl","+48 22 55-20-000","/uwedupl/SkrytkaESP","Polska","mazowieckie","ul. Krakowskie Przedmieście","26/28","00-927","Warszawa","Alojzy Zbigniew Nowak - Rektor","ec1fdbe3-65cb-4bf3-bfc4-f5840d223886",,,,,"Uniwersytet Warszawski","1816-11-19",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1816-11-19","Działająca","1816-11-19","akademicka","1816-11-19","ul. Krakowskie Przedmieście 26/28, 00-927 Warszawa, woj. mazowieckie, Polska","1816-11-19"
"2312","d0155bd9-09cf-474a-b10c-51a4b46c9d57","Uniwersytet w Białymstoku","1997-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","050562207","5422383747","","243","","","http://www.uwb.edu.pl","uniwersytet@uwb.edu.pl","85 745-70-00","/uwb/SkrytkaESP","Polska","podlaskie","ul. Świerkowa","20 B","15-328","Białystok","Robert Władysław Ciborowski - Rektor","",,,,,"Uniwersytet w Białymstoku","1997-10-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1997-10-01","Działająca","1997-10-01","akademicka","1997-10-01","ul. Świerkowa 20 B, 15-328 Białystok, woj. podlaskie, Polska","1997-10-01"
"2313","c1ace867-f745-40ef-a300-04f736b3372c","Uniwersytet Wrocławski","1702-11-15","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001301","8960005408","","254","","","https://uwr.edu.pl","rektor@uwr.edu.pl","+48 71 343 68 47","/UWr/SkrytkaESP","Polska","dolnośląskie","pl. Uniwersytecki","1","50-137","Wrocław","Robert Olkiewicz - Rektor","baece712-4363-485d-a4df-68566c5198f3",,,,,"Uniwersytet Wrocławski","1702-11-15",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1702-11-15","Działająca","1702-11-15","akademicka","1702-11-15","pl. Uniwersytecki 1, 50-137 Wrocław, woj. dolnośląskie, Polska","1702-11-15"
"2314","8395c169-9930-4090-acb2-320b9203f249","Uniwersytet WSB Merito we Wrocławiu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","931893307","8942450411","","238","146","","http://www.merito.pl/wroclaw","rektorat@wroclaw.merito.pl","713561610"," /WSB- -Wroclaw/SkrytkaESP","Polska","dolnośląskie","ul. Fabryczna","29-31","53-609","Wrocław","Jacek Mercik - Rektor","",,,,,"Uniwersytet WSB Merito we Wrocławiu","2023-04-03","Wyższa Szkoła Filologiczna we Wrocławiu","b47e258b-17cf-4751-a6f4-7e2d5a86b121","932782604","8981989485","","","234","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01",,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","1998-08-27","ul. Fabryczna 29-31, 53-609 Wrocław, woj. dolnośląskie, Polska","1998-08-27"
"2315","8395c169-9930-4090-acb2-320b9203f249","Uniwersytet WSB Merito we Wrocławiu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","931893307","8942450411","","238","146","","http://www.merito.pl/wroclaw","rektorat@wroclaw.merito.pl","713561610"," /WSB- -Wroclaw/SkrytkaESP","Polska","dolnośląskie","ul. Fabryczna","29-31","53-609","Wrocław","Jacek Mercik - Rektor","",,,,,"Wyższa Szkoła Bankowa we Wrocławiu","1998-08-27","Wyższa Szkoła Filologiczna we Wrocławiu","b47e258b-17cf-4751-a6f4-7e2d5a86b121","932782604","8981989485","","","234","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01",,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","1998-08-27","ul. Fabryczna 29-31, 53-609 Wrocław, woj. dolnośląskie, Polska","1998-08-27"
"2316","29483405-4eba-4db1-b6c9-321ff370bdf9","Uniwersytet WSB Merito w Gdańsku","2005-02-04","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","191627386","5832558844","","237","314","","www.merito.pl/gdansk","kancelaria@wsb.gda.pl","058 522 77 00","/wsb_gdansk/SkrytkaESP","Polska","pomorskie","al. Grunwaldzka","238A","80-266","Gdańsk","Jan Wiśniewski - Rektor","c56b3e0e-de1d-4675-9d9b-45b44435f08e",,,,,"Uniwersytet WSB Merito w Gdańsku","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2005-02-04","Działająca","2005-02-04","akademicka","2005-02-04","al. Grunwaldzka 238A, 80-266 Gdańsk, woj. pomorskie, Polska","2005-02-04"
"2317","29483405-4eba-4db1-b6c9-321ff370bdf9","Uniwersytet WSB Merito w Gdańsku","2005-02-04","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","191627386","5832558844","","237","314","","www.merito.pl/gdansk","kancelaria@wsb.gda.pl","058 522 77 00","/wsb_gdansk/SkrytkaESP","Polska","pomorskie","al. Grunwaldzka","238A","80-266","Gdańsk","Jan Wiśniewski - Rektor","c56b3e0e-de1d-4675-9d9b-45b44435f08e",,,,,"Wyższa Szkoła Bankowa  z siedzibą w Gdańsku","2005-02-04",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2005-02-04","Działająca","2005-02-04","akademicka","2005-02-04","al. Grunwaldzka 238A, 80-266 Gdańsk, woj. pomorskie, Polska","2005-02-04"
"2318","add982ff-1e14-4375-84f5-07977f9fd994","Uniwersytet WSB Merito w Poznaniu","1994-08-10","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","630245248","7781028941","","010","47","","http://www.merito.pl","rektorat@poznan.merito.pl","0616553372","Adres ESP: /WSBwPoznaniu/SkrytkaESP","Polska","wielkopolskie","ul. Powstańców Wielkopolskich","5","61-895","Poznań","Ryszard Sowiński - Rektor","1e9a8822-e49c-4f2b-9547-41136c8fa532",,,,,"Uniwersytet WSB Merito w Poznaniu","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1994-08-10","Działająca","1994-08-10","akademicka","1994-08-10","ul. Powstańców Wielkopolskich 5, 61-895 Poznań, woj. wielkopolskie, Polska","1994-08-10"
"2319","add982ff-1e14-4375-84f5-07977f9fd994","Uniwersytet WSB Merito w Poznaniu","1994-08-10","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","630245248","7781028941","","010","47","","http://www.merito.pl","rektorat@poznan.merito.pl","0616553372","Adres ESP: /WSBwPoznaniu/SkrytkaESP","Polska","wielkopolskie","ul. Powstańców Wielkopolskich","5","61-895","Poznań","Ryszard Sowiński - Rektor","1e9a8822-e49c-4f2b-9547-41136c8fa532",,,,,"Wyższa Szkoła Bankowa w Poznaniu","1994-08-10",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1994-08-10","Działająca","1994-08-10","akademicka","1994-08-10","ul. Powstańców Wielkopolskich 5, 61-895 Poznań, woj. wielkopolskie, Polska","1994-08-10"
"2320","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","https://www.merito.pl/torun","rektorat@torun.merito.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Uniwersytet WSB Merito w Toruniu","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","zawodowa","1998-08-27","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"2321","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","https://www.merito.pl/torun","rektorat@torun.merito.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Uniwersytet WSB Merito w Toruniu","2023-04-03",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","2022-10-01","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"2322","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","https://www.merito.pl/torun","rektorat@torun.merito.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Wyższa Szkoła Bankowa w Toruniu","1998-08-27",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","zawodowa","1998-08-27","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"2323","1845b92b-07f4-40a3-9afb-27235ab69d60","Uniwersytet WSB Merito w Toruniu","1998-08-27","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","akademicka","","871092619","9561937370","","229","148","","https://www.merito.pl/torun","rektorat@torun.merito.pl","56 66 09 200","/WSBTor/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Młodzieżowa","31 A","87-100","Toruń","Marek Jacek Stankiewicz - Rektor","4eaca3d0-b4a0-4407-a5c1-e67c2da18dc1",,,,,"Wyższa Szkoła Bankowa w Toruniu","1998-08-27",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1998-08-27","Działająca","1998-08-27","akademicka","2022-10-01","ul. Młodzieżowa 31 A, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1998-08-27"
"2324","41ade527-eee8-4133-87f6-f9acbecc3acf","Uniwersytet Zielonogórski","2001-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","977924147","9730713421","","258","","","http://www.uz.zgora.pl","Rektor@uz.zgora.pl","683282000","/UniwersytetZielonogorski/SkrytkaESP","Polska","lubuskie","ul. Licealna","9","65-417","Zielona Góra","Wojciech prof. dr hab. Strzyżewski - Rektor","",,,,,"Uniwersytet Zielonogórski","2001-09-01","Państwowa Wyższa Szkoła Zawodowa w Sulechowie","a6140f1e-71dc-4880-b2fe-b5a0345d3b3c","970751880","9271666230","","","","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2017-09-01",,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2001-09-01","Działająca","2001-09-01","akademicka","2001-09-01","ul. Licealna 9, 65-417 Zielona Góra, woj. lubuskie, Polska","2001-09-01"
"2325","4420afd1-4c28-4304-a00c-304e36a1c4aa","VIAMODA Szkoła Wyższa z siedzibą w Warszawie","2011-10-26","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","zawodowa","","145895786","1132851592","","375","372","","http://viamoda.edu.pl","rektorat@viamoda.edu.pl","+48 506 561 984","","Polska","mazowieckie","ul. Ludwika Michała Paca","37","04-386","Warszawa","Piotr Stefaniuk - Rektor","dd07409a-19f5-442b-947e-eb55b1859e7d",,,,,"VIAMODA Szkoła Wyższa z siedzibą w Warszawie","2011-10-26",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2011-10-26","Działająca","2011-10-26","zawodowa","2011-10-26","ul. Ludwika Michała Paca 37, 04-386 Warszawa, woj. mazowieckie, Polska","2011-10-26"
"2326","0878762b-c7d9-4ea3-a52b-ecbad88c2bfb","Warszawska Akademia Medyczna Nauk Stosowanych","2004-09-10","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","zawodowa","","015810820","5213302503","","066","304","","http://www.wam.edu.pl","sekretariat@wam.edu.pl","22 243 73 37","/Mazowiecka-MUM/SkrytkaESP ","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","PIOTR KUSZNIERUK - Rektor","",,,,,"Warszawska Akademia Medyczna Nauk Stosowanych","2023-03-10",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2004-09-10","Działająca","2004-09-10","zawodowa","2004-09-10","ul. Ludwika Rydygiera 8, 01-793 Warszawa, woj. mazowieckie, Polska","2004-09-10"
"2327","0878762b-c7d9-4ea3-a52b-ecbad88c2bfb","Warszawska Akademia Medyczna Nauk Stosowanych","2004-09-10","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","zawodowa","","015810820","5213302503","","066","304","","http://www.wam.edu.pl","sekretariat@wam.edu.pl","22 243 73 37","/Mazowiecka-MUM/SkrytkaESP ","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","PIOTR KUSZNIERUK - Rektor","",,,,,"Wyższa Szkoła Mazowiecka w Warszawie","2004-09-10",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2004-09-10","Działająca","2004-09-10","zawodowa","2004-09-10","ul. Ludwika Rydygiera 8, 01-793 Warszawa, woj. mazowieckie, Polska","2004-09-10"
"2328","0878762b-c7d9-4ea3-a52b-ecbad88c2bfb","Warszawska Akademia Medyczna Nauk Stosowanych","2004-09-10","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","zawodowa","","015810820","5213302503","","066","304","","http://www.wam.edu.pl","sekretariat@wam.edu.pl","22 243 73 37","/Mazowiecka-MUM/SkrytkaESP ","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","PIOTR KUSZNIERUK - Rektor","",,,,,"Mazowiecka Uczelnia Medyczna w Warszawie","2018-01-23",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2004-09-10","Działająca","2004-09-10","zawodowa","2004-09-10","ul. Ludwika Rydygiera 8, 01-793 Warszawa, woj. mazowieckie, Polska","2004-09-10"
"2329","aeb42f42-6166-4c2c-9cd9-b242bdd1bfc7","Warszawska Szkoła Biznesu w Warszawie","1993-08-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","2007-03-02","","zawodowa","","010336100","","","000","24","","","","","","Polska","mazowieckie","ul. Koszykowa","79","00-001","Warszawa","","",,,,,"Warszawska Szkoła Biznesu w Warszawie","1993-08-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1993-08-24","Działająca","1993-08-24","zawodowa","1993-08-24","ul. Koszykowa 79, 00-001 Warszawa, woj. mazowieckie, Polska","1993-08-24"
"2330","aeb42f42-6166-4c2c-9cd9-b242bdd1bfc7","Warszawska Szkoła Biznesu w Warszawie","1993-08-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","2007-03-02","","zawodowa","","010336100","","","000","24","","","","","","Polska","mazowieckie","ul. Koszykowa","79","00-001","Warszawa","","",,,,,"Warszawska Szkoła Biznesu w Warszawie","1993-08-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1993-08-24","W likwidacji","2007-03-02","zawodowa","1993-08-24","ul. Koszykowa 79, 00-001 Warszawa, woj. mazowieckie, Polska","1993-08-24"
"2331","4bb3d641-64ed-4787-abbf-6b35a76177c8","Warszawska Szkoła Filmowa z siedzibą w Warszawie","2011-09-29","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","zawodowa","","145821227","5252517828","","373","371","","http://www.szkolafilmowa.pl","info@szkolafilmowa.pl","(48 22) 8390050","","Polska","mazowieckie","ul. gen. Józefa Zajączka","7","01-518","Warszawa","Janusz Majewski - Rektor","dfbded2a-0b4e-45f8-99d1-7b891f31eb2d",,,,,"Warszawska Szkoła Filmowa z siedzibą w Warszawie","2011-09-29",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2011-09-29","Działająca","2011-09-29","zawodowa","2011-09-29","ul. gen. Józefa Zajączka 7, 01-518 Warszawa, woj. mazowieckie, Polska","2011-09-29"
"2332","4a3a07ba-2a94-4bae-87b7-047d94aa4949","Warszawska Szkoła Wyższa z siedzibą w Otwocku","2001-12-06","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","2020-10-01","zawodowa","","017436997","5321790540","","002","228","","http://www.wsw.edu.pl","dziekanat@wsw.edu.pl","227195210","","Polska","mazowieckie","ul. Armii Krajowej","13","05-400","Otwock","","",,,,,"Wyższa Szkoła Przedsiębiorczości i Nauk Społecznych w Otwocku","2001-12-06",,,,,,,,,,,"Akademia Nauk Stosowanych Mazovia","d521e56b-c925-4b88-ada3-5a6ecec4f59b","711643331","8212102933","","","161","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","2001-12-06","Działająca","2001-12-06","zawodowa","2001-12-06","ul. Armii Krajowej 13, 05-400 Otwock, woj. mazowieckie, Polska","2001-12-06"
"2333","4a3a07ba-2a94-4bae-87b7-047d94aa4949","Warszawska Szkoła Wyższa z siedzibą w Otwocku","2001-12-06","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","2020-10-01","zawodowa","","017436997","5321790540","","002","228","","http://www.wsw.edu.pl","dziekanat@wsw.edu.pl","227195210","","Polska","mazowieckie","ul. Armii Krajowej","13","05-400","Otwock","","",,,,,"Wyższa Szkoła Przedsiębiorczości i Nauk Społecznych w Otwocku","2001-12-06",,,,,,,,,,,"Akademia Nauk Stosowanych Mazovia","d521e56b-c925-4b88-ada3-5a6ecec4f59b","711643331","8212102933","","","161","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","2001-12-06","Przekształcona","2020-10-01","zawodowa","2001-12-06","ul. Armii Krajowej 13, 05-400 Otwock, woj. mazowieckie, Polska","2001-12-06"
"2334","4a3a07ba-2a94-4bae-87b7-047d94aa4949","Warszawska Szkoła Wyższa z siedzibą w Otwocku","2001-12-06","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","2020-10-01","zawodowa","","017436997","5321790540","","002","228","","http://www.wsw.edu.pl","dziekanat@wsw.edu.pl","227195210","","Polska","mazowieckie","ul. Armii Krajowej","13","05-400","Otwock","","",,,,,"Warszawska Szkoła Wyższa z siedzibą w Otwocku","2016-01-14",,,,,,,,,,,"Akademia Nauk Stosowanych Mazovia","d521e56b-c925-4b88-ada3-5a6ecec4f59b","711643331","8212102933","","","161","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","2001-12-06","Działająca","2001-12-06","zawodowa","2001-12-06","ul. Armii Krajowej 13, 05-400 Otwock, woj. mazowieckie, Polska","2001-12-06"
"2335","4a3a07ba-2a94-4bae-87b7-047d94aa4949","Warszawska Szkoła Wyższa z siedzibą w Otwocku","2001-12-06","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","2020-10-01","zawodowa","","017436997","5321790540","","002","228","","http://www.wsw.edu.pl","dziekanat@wsw.edu.pl","227195210","","Polska","mazowieckie","ul. Armii Krajowej","13","05-400","Otwock","","",,,,,"Warszawska Szkoła Wyższa z siedzibą w Otwocku","2016-01-14",,,,,,,,,,,"Akademia Nauk Stosowanych Mazovia","d521e56b-c925-4b88-ada3-5a6ecec4f59b","711643331","8212102933","","","161","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","2001-12-06","Przekształcona","2020-10-01","zawodowa","2001-12-06","ul. Armii Krajowej 13, 05-400 Otwock, woj. mazowieckie, Polska","2001-12-06"
"2336","96c79196-1b58-4e85-88ce-1bf80ca9e2a4","Warszawska Szkoła Zarządzania - Szkoła Wyższa w Warszawie","1992-12-22","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia niepubliczna","Nie","","","","zawodowa","","010083544","5260251747","","109","12","","http://www.wsz-sw.edu.pl","sekretariat@wsz-sw.edu.pl","22 862 32 24","","Polska","mazowieckie","ul. Siedmiogrodzka","3A","01-204","Warszawa","Sławomir Robert Woźniak - Rektor","6001ba62-05ad-4c25-95d3-81bf53b70dcb",,,,,"Warszawska Szkoła Zarządzania - Szkoła Wyższa w Warszawie","1992-12-22",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1992-12-22","Działająca","1992-12-22","zawodowa","1992-12-22","ul. Siedmiogrodzka 3A, 01-204 Warszawa, woj. mazowieckie, Polska","1992-12-22"
